batch_id,timestamp,ligne,produit,temperature_c,pression_bar,ph,debit_l_min,energie_kwh,temps_cycle_min,rendement_pct,taux_rebut_pct,cout_batch_mad,emission_co2_kg,alarme,operateur,qualite_finale
PROC-02773,2026-02-13 21:30,Ligne B,Batch P2,73.23,2.65,7.71,53.65,116.77,77.8,91.2,3.53,2150.91,72.4,Aucune,Equipe B,Conforme
PROC-02774,2026-05-03 15:45,Ligne C,Batch P1,75.55,3.58,6.22,140.13,41.38,118.1,92.69,2.72,1693.51,25.66,Aucune,Equipe A,Conforme
PROC-02775,2026-05-08 19:45,Ligne A,Batch P3,67.06,2.3,7.09,122.84,157.72,102.5,88.92,0.55,2381.23,97.79,Température,Equipe C,À contrôler
PROC-02776,2026-02-26 12:30,Réacteur 2,Batch P1,68.33,3.89,7.41,113.89,234.18,93.2,86.16,5.08,3278.37,145.19,Aucune,Equipe C,Conforme
PROC-02777,2026-04-19 19:45,Réacteur 1,Batch P4,73.97,2.81,7.02,98.76,123.63,93.2,98.96,3.65,2249.26,76.65,Aucune,Equipe B,Conforme
PROC-02778,2026-02-20 09:15,Réacteur 1,Batch P3,60.6,2.91,6.77,92.67,106.53,110.1,90.97,0.98,2286.3,66.05,Aucune,Equipe A,Conforme
PROC-02779,2026-03-10 21:15,Réacteur 1,Batch P2,66.68,1.87,7.12,151.68,237.82,95.4,71.03,4.21,2896.65,147.45,pH,Equipe C,Conforme
PROC-02780,2026-01-11 14:30,Réacteur 2,Batch P3,67.35,3.49,6.59,151.93,79.05,104.1,90.81,4.94,2187.93,49.01,Aucune,Equipe A,À contrôler
PROC-02781,2026-04-01 06:45,Ligne C,Batch P4,67.26,1.94,6.97,124.12,78.84,74.3,85.97,3.54,3018.52,48.88,Pression,Equipe C,Non conforme
PROC-02782,2026-01-06 07:15,Réacteur 1,Batch P4,79.2,2.88,6.51,97.76,99.75,106.4,87.46,3.18,2007.75,61.85,Pression,Equipe A,À contrôler
PROC-02783,2026-05-15 20:30,Ligne C,Batch P1,71.21,3.42,6.96,128.64,38.26,88.0,84.21,0.07,1909.61,23.72,Aucune,Equipe C,Conforme
PROC-02784,2026-01-19 12:45,Réacteur 2,Batch P3,69.15,3.97,7.73,68.66,107.87,101.2,89.45,6.55,3620.51,66.88,Aucune,Equipe C,Conforme
PROC-02785,2026-04-24 08:45,Ligne B,Batch P3,67.44,2.47,6.34,109.17,148.7,42.0,75.99,2.25,1890.78,92.19,Aucune,Equipe A,Conforme
PROC-02786,2026-03-13 22:45,Réacteur 2,Batch P1,60.31,2.35,7.54,65.29,256.82,122.1,83.45,2.85,2536.02,159.23,Aucune,Equipe B,Conforme
PROC-02787,2026-02-10 18:00,Ligne B,Batch P3,67.48,3.67,,100.65,198.71,98.5,73.64,5.62,2429.82,123.2,Température,Equipe B,Conforme
PROC-02788,2026-03-11 06:30,Ligne C,Batch P3,,2.91,7.11,112.55,83.91,103.4,88.95,2.39,2341.39,52.02,Débit,Equipe A,Conforme
PROC-02789,2026-06-28 12:00,Ligne C,Batch P4,69.04,3.25,6.74,101.24,97.76,88.7,93.6,6.28,2785.24,60.61,Aucune,Equipe A,Conforme
PROC-02790,2026-02-04 17:15,Réacteur 1,Batch P4,77.76,3.78,6.27,99.13,44.69,84.8,85.21,6.35,3039.46,27.71,Aucune,Equipe A,Conforme
PROC-02791,2026-04-09 18:30,Ligne B,Batch P4,69.88,3.24,6.96,88.95,164.03,108.0,88.16,8.68,1368.29,101.7,Aucune,Equipe C,Conforme
PROC-02792,2026-01-19 10:00,Ligne A,Batch P4,62.14,4.0,6.83,82.87,113.98,98.1,89.78,5.66,2201.08,70.67,Aucune,Equipe C,Conforme
PROC-02793,2026-03-28 06:45,Réacteur 2,Batch P3,84.09,1.92,8.14,94.47,253.16,86.9,66.65,5.48,2966.97,156.96,Aucune,Equipe A,Conforme
PROC-02794,2026-05-15 15:15,Ligne A,Batch P2,71.27,,6.94,129.9,278.49,127.9,73.12,3.96,1420.77,172.66,pH,Equipe C,Conforme
PROC-02795,2026-03-18 19:00,Réacteur 2,Batch P1,64.33,2.28,6.58,135.09,138.6,67.4,82.87,3.23,1169.84,85.93,Pression,Equipe B,Conforme
PROC-02796,2026-05-18 19:00,Ligne A,Batch P3,86.12,3.97,7.37,79.94,208.57,96.0,79.9,3.12,2178.27,129.31,Aucune,Equipe A,Conforme
PROC-02797,2026-03-05 19:15,Ligne C,Batch P3,70.57,2.44,7.2,137.15,116.83,110.5,,5.05,1192.28,72.44,Aucune,Equipe C,Conforme
PROC-02798,2026-03-22 06:30,Réacteur 1,Batch P1,75.15,2.77,5.95,117.72,141.18,98.9,90.19,6.73,2807.29,87.53,Aucune,Equipe A,Conforme
PROC-02799,2026-03-13 06:00,Ligne B,Batch P3,70.78,4.12,7.52,103.32,130.64,119.5,75.65,1.54,3182.77,81.0,Aucune,Equipe A,Conforme
PROC-02800,2026-06-26 22:45,Réacteur 2,Batch P4,73.56,4.75,7.1,133.53,116.22,94.8,92.11,5.17,1073.1,72.06,Aucune,Equipe C,À contrôler
PROC-02801,2026-01-31 20:15,Ligne A,Batch P4,82.31,2.58,7.22,128.22,52.87,120.8,80.1,4.44,2318.1,32.78,Aucune,Equipe C,À contrôler
PROC-02802,2026-03-29 21:15,Réacteur 1,Batch P1,73.84,4.48,7.45,102.39,86.73,83.9,83.35,3.82,2345.72,53.77,Aucune,Equipe C,À contrôler
PROC-02803,2026-02-03 18:00,Réacteur 2,Batch P4,82.17,3.1,6.25,110.96,276.61,99.2,84.11,0.0,2558.84,171.5,Aucune,Equipe C,Conforme
PROC-02804,2026-05-15 12:30,Ligne A,Batch P1,77.42,3.55,7.15,124.98,225.8,88.1,79.18,1.88,3612.06,140.0,Aucune,Equipe A,Conforme
PROC-02805,2026-03-07 12:45,Réacteur 1,Batch P3,73.12,3.17,8.05,107.36,83.72,111.6,93.86,1.86,3154.48,51.9,Aucune,Equipe C,Conforme
PROC-02806,2026-02-28 17:15,Réacteur 1,Batch P1,69.85,3.85,7.21,115.21,118.8,118.5,78.6,6.89,1195.41,73.66,Aucune,Equipe C,Conforme
PROC-02807,2026-04-26 11:00,Ligne C,Batch P2,75.45,5.14,6.84,98.18,65.84,120.1,82.99,3.66,3520.33,40.82,Débit,Equipe C,Non conforme
PROC-02808,2026-06-07 06:15,Ligne C,Batch P1,70.05,2.6,6.81,104.61,180.22,100.2,92.3,0.0,3213.2,111.74,Aucune,Equipe C,Conforme
PROC-02809,2026-05-12 14:45,Réacteur 2,Batch P3,73.11,3.41,6.76,87.35,65.38,95.0,93.88,8.17,1972.21,40.53,Aucune,Equipe A,Conforme
PROC-02810,2026-05-17 20:45,Ligne B,Batch P2,57.34,3.68,7.05,84.4,97.83,98.5,80.75,1.75,3107.68,60.65,Aucune,Equipe C,Conforme
PROC-02811,2026-06-15 12:00,Ligne B,Batch P4,75.64,2.94,5.93,121.21,234.81,123.9,86.39,2.01,2106.72,145.58,Aucune,Equipe B,Conforme
PROC-02812,2026-01-06 16:30,Ligne A,Batch P4,68.28,4.88,7.17,109.1,141.5,108.1,96.07,,1546.73,87.73,Aucune,Equipe C,Conforme
PROC-02813,2026-03-24 14:15,Réacteur 1,Batch P1,85.82,2.39,6.9,125.34,86.58,105.9,82.07,3.67,2333.32,53.68,Aucune,Equipe C,Conforme
PROC-02814,2026-01-17 20:00,Ligne B,Batch P1,54.43,3.9,7.89,153.23,97.84,87.5,93.88,6.45,1073.82,60.66,Débit,Equipe A,Conforme
PROC-02815,2026-06-28 17:30,Ligne B,Batch P2,75.12,3.54,6.7,87.34,40.03,77.2,89.33,3.37,3197.85,24.82,Aucune,Equipe A,Conforme
PROC-02816,2026-01-20 16:30,Réacteur 2,Batch P4,75.66,4.2,6.83,130.71,223.45,90.2,89.19,2.27,1112.79,138.54,Aucune,Equipe A,Conforme
PROC-02817,2026-06-23 20:00,Ligne A,Batch P4,75.08,4.41,6.23,107.67,208.85,73.0,82.18,0.08,1179.2,129.49,Aucune,Equipe A,À contrôler
PROC-02818,2026-03-10 16:00,Ligne A,Batch P3,,3.14,6.69,129.92,68.9,95.9,80.7,3.47,3478.0,42.72,Aucune,Equipe B,Conforme
PROC-02819,2026-02-20 16:45,Réacteur 2,Batch P3,66.44,2.8,6.6,124.44,63.38,99.0,82.96,3.61,3310.4,39.29,Aucune,Equipe C,À contrôler
PROC-02820,2026-06-17 16:15,Ligne A,Batch P4,72.62,1.79,8.13,79.59,99.38,101.6,84.65,3.95,1054.49,61.61,Aucune,Equipe C,Conforme
PROC-02821,2026-05-17 18:45,Ligne A,Batch P3,65.76,3.26,7.7,110.57,99.26,82.6,79.43,6.1,2775.28,61.54,Aucune,Equipe B,Conforme
PROC-02822,2026-06-02 18:00,Réacteur 2,Batch P1,68.07,2.1,7.52,99.29,123.82,100.4,87.19,0.0,1306.22,76.77,Température,Equipe B,Conforme
PROC-02823,2026-03-03 13:15,Ligne B,Batch P4,74.22,2.11,7.27,65.62,106.8,88.4,89.94,3.96,1194.8,66.21,Aucune,Equipe C,Conforme
PROC-02824,2026-04-14 15:45,Réacteur 1,Batch P2,64.43,3.53,7.54,100.54,68.14,68.0,88.22,5.48,2623.89,42.25,Aucune,Equipe B,Non conforme
PROC-02825,2026-01-28 06:45,Ligne C,Batch P2,66.24,3.43,6.84,88.7,184.52,120.9,81.59,1.14,1096.4,114.4,Aucune,Equipe A,Conforme
PROC-02826,2026-02-09 13:15,Ligne C,Batch P1,77.22,2.37,8.1,125.01,79.31,66.8,85.05,1.99,3039.42,49.17,Aucune,Equipe A,Conforme
PROC-02827,2026-02-01 18:30,Réacteur 1,Batch P2,,1.05,,98.86,253.51,98.4,89.68,4.79,3422.5,157.18,Aucune,Equipe C,Conforme
PROC-02828,2026-03-14 14:30,Réacteur 1,Batch P2,70.95,3.37,7.0,132.66,79.87,82.4,94.65,5.62,2155.51,49.52,Débit,Equipe A,Conforme
PROC-02829,2026-02-14 22:15,Ligne B,Batch P2,77.3,3.59,7.21,110.68,157.97,77.0,91.94,7.43,2900.6,97.94,pH,Equipe A,Conforme
PROC-02830,2026-06-16 18:30,Ligne A,Batch P2,73.69,4.49,6.36,76.5,294.46,79.5,75.4,2.8,1930.1,182.56,Aucune,Equipe C,Conforme
PROC-02831,2026-05-08 11:00,Réacteur 1,Batch P3,61.76,2.59,7.39,109.08,134.44,118.2,76.94,0.0,2094.17,83.35,Température,Equipe B,Conforme
PROC-02832,2026-04-24 06:00,Réacteur 2,Batch P4,70.73,2.56,8.34,139.07,58.34,64.6,85.74,0.45,2318.33,36.17,Aucune,Equipe C,À contrôler
PROC-02833,2026-04-28 13:45,Réacteur 1,Batch P2,67.91,3.72,7.25,72.53,314.53,81.9,85.58,5.37,3253.13,195.01,Aucune,Equipe A,Non conforme
PROC-02834,2026-05-26 09:15,Réacteur 1,Batch P1,68.83,3.1,7.83,110.05,110.11,76.8,91.69,2.94,3602.51,68.27,Aucune,Equipe C,Conforme
PROC-02835,2026-03-26 13:15,Réacteur 2,Batch P2,62.18,3.1,6.58,142.8,197.38,92.3,88.27,2.96,3543.89,122.37,Aucune,Equipe C,Conforme
PROC-02836,2026-03-17 11:45,Ligne B,Batch P2,69.64,3.44,7.69,112.84,83.3,93.3,96.09,2.91,942.73,51.64,Aucune,Equipe B,Conforme
PROC-02837,2026-03-12 17:30,Réacteur 2,Batch P1,92.78,2.77,6.66,84.29,79.62,86.5,,5.85,1851.56,49.37,Aucune,Equipe B,Conforme
PROC-02838,2026-04-29 17:15,Réacteur 1,Batch P1,77.68,2.9,6.49,129.37,100.63,116.8,92.87,4.59,3417.12,62.39,Aucune,Equipe B,Conforme
PROC-02839,2026-05-27 15:45,Ligne C,Batch P4,76.83,3.78,6.71,111.16,106.66,94.4,87.56,1.99,2764.86,66.13,Aucune,Equipe A,Conforme
PROC-02840,2026-03-12 18:00,Réacteur 1,Batch P3,80.93,3.13,,145.09,71.59,65.1,74.41,0.17,1252.69,44.39,Aucune,Equipe B,Conforme
PROC-02841,2026-02-09 06:00,Ligne B,Batch P2,65.91,3.16,6.98,115.55,240.94,101.4,90.02,9.6,1520.06,149.38,pH,Equipe A,Conforme
PROC-02842,2026-03-06 13:45,Ligne A,Batch P4,80.33,4.08,7.25,97.58,41.87,125.6,84.82,0.9,1697.1,25.96,Température,Equipe C,Non conforme
PROC-02843,2026-03-18 19:45,Ligne A,Batch P3,76.13,2.07,6.52,77.29,85.29,70.2,81.96,2.61,1349.55,52.88,Aucune,Equipe A,Conforme
PROC-02844,2026-02-01 06:45,Ligne A,Batch P2,68.98,2.49,6.73,88.6,174.72,83.2,89.11,6.51,1467.62,108.32,Pression,Equipe A,Conforme
PROC-02845,2026-05-22 12:45,Ligne C,Batch P2,81.49,4.8,7.69,111.17,147.92,121.5,95.23,5.96,2282.78,91.71,Aucune,Equipe C,Conforme
PROC-02846,2026-03-23 08:15,Ligne B,Batch P1,76.92,2.75,6.31,93.9,104.46,93.8,78.31,5.49,2266.35,64.76,Aucune,Equipe B,Conforme
PROC-02847,2026-04-09 14:00,Ligne B,Batch P3,75.04,3.56,7.53,112.0,258.33,117.8,87.56,2.09,1907.18,160.16,Aucune,Equipe B,Conforme
PROC-02848,2026-05-26 08:00,Ligne A,Batch P2,67.41,4.27,7.23,128.06,152.57,83.5,,4.51,3029.93,94.59,Aucune,Equipe A,Conforme
PROC-02849,2026-02-14 08:15,Ligne A,Batch P1,60.53,1.82,6.6,83.3,134.85,103.9,90.36,0.0,1364.91,83.61,Aucune,Equipe C,Conforme
PROC-02850,2026-06-18 12:45,Ligne A,Batch P4,72.34,2.34,8.57,115.52,75.97,99.6,93.56,2.09,1758.91,47.1,Aucune,Equipe B,Conforme
PROC-02851,2026-03-17 20:00,Réacteur 2,Batch P3,70.73,4.7,6.63,97.16,42.85,87.3,92.12,0.0,996.09,26.56,Aucune,Equipe B,Conforme
PROC-02852,2026-06-20 19:15,Ligne C,Batch P4,64.06,2.9,7.78,148.33,181.16,70.5,73.83,1.44,3419.37,112.32,Aucune,Equipe A,Conforme
PROC-02853,2026-03-03 08:15,Réacteur 2,Batch P1,79.44,2.98,7.7,122.33,64.63,88.6,76.59,7.64,1663.11,40.07,Débit,Equipe A,Conforme
PROC-02854,2026-04-10 14:00,Réacteur 1,Batch P1,73.3,3.86,5.73,103.35,103.28,88.5,87.49,4.24,1326.31,64.03,Aucune,Equipe B,Conforme
PROC-02855,2026-01-01 16:45,Ligne A,Batch P2,64.29,3.15,6.7,110.89,103.8,107.5,81.08,2.7,3152.37,64.36,Aucune,Equipe C,Conforme
PROC-02856,2026-03-12 07:00,Réacteur 1,Batch P4,75.93,1.74,8.13,138.8,148.78,95.8,82.84,3.74,1838.32,92.24,Aucune,Equipe B,Conforme
PROC-02857,2026-05-04 16:45,Ligne A,Batch P2,72.89,3.2,6.88,126.28,403.42,93.1,85.37,3.28,3748.32,250.12,Aucune,Equipe B,Conforme
PROC-02858,2026-01-18 17:45,Ligne A,Batch P2,70.85,4.2,7.21,118.05,70.67,78.9,84.87,1.75,3080.83,43.81,Aucune,Equipe B,Conforme
PROC-02859,2026-05-24 10:15,Réacteur 1,Batch P2,73.39,,7.38,97.64,96.94,116.5,89.74,6.34,1929.03,60.1,Aucune,Equipe A,Conforme
PROC-02860,2026-03-05 14:15,Réacteur 1,Batch P3,59.77,3.42,7.68,,155.26,107.1,84.58,5.87,2862.48,96.26,Aucune,Equipe C,Conforme
PROC-02861,2026-01-30 11:45,Ligne B,Batch P1,74.91,4.12,7.0,94.66,97.53,125.0,82.55,2.56,1462.36,60.47,Aucune,Equipe C,Conforme
PROC-02862,2026-02-07 18:45,Ligne C,Batch P2,81.85,3.38,7.8,110.66,112.92,91.3,91.16,2.62,1409.92,70.01,Aucune,Equipe C,Conforme
PROC-02863,2026-05-14 12:00,Réacteur 2,Batch P1,75.4,1.53,6.91,132.32,158.75,97.8,79.65,3.86,2881.34,98.43,Aucune,Equipe B,Conforme
PROC-02864,2026-06-11 07:45,Ligne C,Batch P1,59.75,2.29,6.84,66.95,84.24,80.7,77.83,6.22,2740.0,52.23,Aucune,Equipe B,Non conforme
PROC-02865,2026-06-21 17:00,Ligne A,Batch P3,75.34,2.06,7.35,69.2,91.72,78.4,94.38,5.1,2965.95,56.87,Aucune,Equipe B,Conforme
PROC-02866,2026-03-23 22:45,Réacteur 1,Batch P2,74.81,4.17,7.2,79.08,142.19,96.9,89.47,6.6,3471.06,88.16,pH,Equipe A,Conforme
PROC-02867,2026-03-14 16:15,Réacteur 2,Batch P2,79.46,2.44,7.42,111.07,103.35,81.2,87.06,4.42,3082.97,64.08,Aucune,Equipe C,Non conforme
PROC-02868,2026-02-10 14:30,Réacteur 2,Batch P4,71.44,3.61,7.55,119.67,202.51,97.8,98.48,3.62,1619.36,125.56,Aucune,Equipe A,À contrôler
PROC-02869,2026-06-03 07:45,Ligne C,Batch P2,56.22,4.06,7.06,105.81,159.96,92.7,92.37,3.68,1385.16,99.18,Aucune,Equipe B,Conforme
PROC-02870,2026-04-06 17:45,Réacteur 1,Batch P2,83.88,2.95,6.45,74.35,153.75,121.2,75.43,4.63,2120.01,95.33,Aucune,Equipe B,Conforme
PROC-02871,2026-06-23 11:00,Ligne A,Batch P3,66.43,4.02,7.06,103.29,118.94,81.8,78.9,4.04,1710.72,73.74,Aucune,Equipe A,À contrôler
PROC-02872,2026-05-16 16:15,Ligne C,Batch P4,68.32,3.91,5.46,118.45,45.56,65.7,88.82,8.51,1694.66,28.25,pH,Equipe C,À contrôler
PROC-02873,2026-05-10 22:45,Ligne C,Batch P4,77.07,2.02,6.34,133.22,48.1,45.1,71.83,7.66,3261.59,29.82,Température,Equipe C,Conforme
PROC-02874,2026-05-06 15:00,Ligne B,Batch P3,57.15,3.59,6.43,89.35,210.44,121.4,94.73,4.33,2060.21,130.47,Température,Equipe A,Conforme
PROC-02875,2026-02-20 22:15,Réacteur 1,Batch P1,75.75,2.15,6.7,78.77,78.83,93.3,87.55,5.92,2156.06,48.87,Température,Equipe A,Conforme
PROC-02876,2026-05-20 11:30,Ligne B,Batch P3,78.58,2.14,7.97,133.66,170.84,71.2,85.03,2.96,1172.41,105.92,Aucune,Equipe C,Conforme
PROC-02877,2026-02-11 09:00,Réacteur 2,Batch P4,68.1,3.17,7.87,114.92,150.19,107.7,89.64,7.66,1953.54,93.12,Aucune,Equipe A,Conforme
PROC-02878,2026-02-02 16:30,Ligne B,Batch P1,73.08,2.52,7.55,82.52,177.41,53.1,81.25,6.39,1431.02,110.0,Aucune,Equipe B,Conforme
PROC-02879,2026-04-08 09:45,Ligne A,Batch P4,66.66,3.36,6.04,111.45,78.48,90.4,90.97,0.96,1259.77,48.66,Aucune,Equipe B,Conforme
PROC-02880,2026-06-26 20:15,Ligne B,Batch P3,65.83,2.75,6.92,100.62,141.12,113.5,84.76,4.91,3350.16,87.5,Aucune,Equipe C,Conforme
PROC-02881,2026-06-18 13:00,Ligne A,Batch P3,85.13,2.84,7.79,105.14,113.83,88.9,85.56,5.57,2941.53,70.57,Aucune,Equipe B,Conforme
PROC-02882,2026-06-15 15:00,Ligne C,Batch P1,78.69,3.16,6.82,136.21,45.66,102.7,78.91,4.04,1097.55,28.31,Aucune,Equipe A,Conforme
PROC-02883,2026-02-23 21:00,Ligne B,Batch P2,82.68,3.02,8.0,91.96,262.43,98.3,91.53,2.97,3020.57,162.71,Aucune,Equipe A,À contrôler
PROC-02884,2026-06-03 06:45,Réacteur 2,Batch P4,66.78,2.71,7.39,160.7,200.93,105.0,89.43,4.22,2377.8,124.58,Aucune,Equipe A,Conforme
PROC-02885,2026-06-17 08:00,Réacteur 2,Batch P3,80.09,2.76,6.14,87.46,80.54,122.5,95.64,2.71,2509.69,49.93,Aucune,Equipe A,Conforme
PROC-02886,2026-01-27 08:00,Réacteur 1,Batch P1,73.4,3.42,6.69,72.83,141.82,106.4,96.38,7.16,1732.98,87.93,Aucune,Equipe A,Conforme
PROC-02887,2026-06-01 09:30,Ligne B,Batch P4,82.63,4.31,6.85,135.73,244.74,110.9,88.04,2.82,2699.77,151.74,Aucune,Equipe B,Conforme
PROC-02888,2026-01-30 15:00,Réacteur 1,Batch P1,76.06,5.27,6.76,65.28,186.18,94.3,85.82,2.41,2020.23,115.43,Pression,Equipe A,Non conforme
PROC-02889,2026-02-09 09:45,Ligne C,Batch P4,78.8,4.43,6.26,109.9,95.0,100.9,69.8,4.93,1621.65,58.9,Aucune,Equipe A,Conforme
PROC-02890,2026-05-19 21:15,Ligne C,Batch P4,54.32,4.22,7.66,89.76,120.7,91.2,64.68,3.01,1808.14,74.84,Aucune,Equipe B,Conforme
PROC-02891,2026-04-12 15:30,Ligne B,Batch P3,79.41,3.75,6.03,102.05,77.83,98.3,84.83,8.13,1700.45,48.25,Température,Equipe B,Conforme
PROC-02892,2026-04-16 10:15,Ligne C,Batch P3,69.72,1.94,8.14,104.06,67.76,94.6,79.52,6.02,899.61,42.01,Aucune,Equipe B,Conforme
PROC-02893,2026-06-08 12:30,Ligne A,Batch P1,67.92,3.0,7.3,114.74,277.7,112.9,81.07,6.82,1621.82,172.18,Pression,Equipe B,Non conforme
PROC-02894,2026-05-19 18:00,Ligne B,Batch P3,90.85,1.83,6.34,135.43,202.4,81.0,73.16,5.42,1986.2,125.49,Aucune,Equipe B,Conforme
PROC-02895,2026-01-05 16:45,Réacteur 2,Batch P3,66.61,3.48,6.71,110.87,72.5,103.0,88.79,0.95,2969.66,44.95,pH,Equipe B,Conforme
PROC-02896,2026-03-17 15:00,Réacteur 2,Batch P4,66.71,2.75,7.19,134.53,117.88,91.4,77.08,3.48,3579.88,73.09,Aucune,Equipe A,Conforme
PROC-02897,2026-06-04 09:30,Ligne A,Batch P4,61.6,3.41,7.63,106.97,163.77,41.2,72.78,9.23,3184.5,101.54,Pression,Equipe A,Conforme
PROC-02898,2026-02-15 14:45,Ligne C,Batch P4,69.85,3.25,7.5,157.36,216.94,51.8,80.5,5.64,2040.43,134.5,Aucune,Equipe B,À contrôler
PROC-02899,2026-02-26 10:30,Ligne B,Batch P3,62.86,4.2,8.3,104.25,151.3,97.9,84.97,5.67,1593.13,93.8,pH,Equipe A,Conforme
PROC-02900,2026-03-24 17:30,Ligne C,Batch P3,71.86,2.96,7.77,130.92,166.43,88.2,,2.93,2073.03,103.19,Aucune,Equipe C,Conforme
PROC-02901,2026-02-03 11:45,Ligne B,Batch P1,,4.19,7.9,,76.21,112.9,86.16,3.4,2643.24,47.25,Aucune,Equipe B,Conforme
PROC-02902,2026-03-11 06:00,Ligne C,Batch P2,70.31,2.92,8.25,79.49,104.37,98.1,87.43,2.93,2457.93,64.71,Débit,Equipe C,Conforme
PROC-02903,2026-05-16 19:45,Réacteur 2,Batch P1,64.87,3.45,8.15,126.7,154.85,114.0,83.06,1.7,1625.29,96.01,pH,Equipe B,Conforme
PROC-02904,2026-02-08 14:45,Réacteur 1,Batch P3,74.28,3.1,7.28,101.96,146.65,114.0,85.13,4.99,1949.88,90.92,Aucune,Equipe A,Conforme
PROC-02905,2026-05-11 19:30,Ligne C,Batch P2,62.58,3.76,,127.69,161.48,97.2,86.99,4.08,2059.58,100.12,Aucune,Equipe B,Conforme
PROC-02906,2026-04-21 22:30,Réacteur 1,Batch P2,67.92,2.87,6.6,100.44,181.92,64.0,77.77,6.03,2135.55,112.79,Aucune,Equipe C,Conforme
PROC-02907,2026-04-11 22:45,Ligne A,Batch P1,79.4,4.19,7.04,55.24,91.7,126.4,86.72,2.19,2630.3,56.85,Aucune,Equipe A,Conforme
PROC-02908,2026-06-07 18:45,Réacteur 2,Batch P3,79.61,2.03,6.8,114.69,124.27,107.6,81.81,6.45,3236.0,77.05,Aucune,Equipe C,Conforme
PROC-02909,2026-01-28 21:15,Réacteur 2,Batch P2,64.63,2.88,7.45,116.42,90.25,87.7,90.76,2.21,2554.69,55.96,Aucune,Equipe A,Conforme
PROC-02910,2026-04-03 10:45,Ligne A,Batch P3,74.79,2.69,7.55,77.66,130.32,72.9,79.43,4.58,1004.66,80.8,Aucune,Equipe B,Conforme
PROC-02911,2026-05-17 19:00,Réacteur 2,Batch P2,64.97,2.45,7.13,79.73,51.93,102.8,89.9,2.67,3370.36,32.2,Débit,Equipe A,À contrôler
PROC-02912,2026-02-19 21:00,Réacteur 2,Batch P4,73.26,2.94,7.03,106.96,113.1,114.8,83.48,0.0,2029.58,70.12,Aucune,Equipe B,Conforme
PROC-02913,2026-04-08 08:00,Ligne B,Batch P1,63.56,3.33,6.81,85.05,89.52,81.1,83.48,5.18,2491.61,55.5,pH,Equipe C,Conforme
PROC-02914,2026-01-31 19:15,Ligne B,Batch P3,74.38,3.05,6.65,113.24,200.29,83.4,87.93,6.3,3378.49,124.18,Aucune,Equipe A,Conforme
PROC-02915,2026-05-09 12:15,Ligne A,Batch P2,57.94,2.0,6.8,124.35,,83.8,80.13,4.26,2871.33,141.8,Aucune,Equipe C,Conforme
PROC-02916,2026-01-28 16:15,Réacteur 2,Batch P4,69.99,1.2,7.21,95.84,151.45,99.3,94.45,2.69,1814.44,93.9,Aucune,Equipe A,Non conforme
PROC-02917,2026-01-25 06:45,Réacteur 2,Batch P1,69.67,2.61,7.64,120.15,254.26,99.8,90.32,4.57,1696.43,157.64,Débit,Equipe A,Conforme
PROC-02918,2026-03-26 09:00,Ligne C,Batch P4,69.57,2.49,6.8,128.97,146.44,96.0,88.58,5.76,3412.79,90.8,Température,Equipe A,Conforme
PROC-02919,2026-02-24 20:15,Ligne A,Batch P4,73.66,1.27,5.4,,73.23,84.4,96.11,3.79,1402.03,45.4,Aucune,Equipe A,Conforme
PROC-02920,2026-04-07 11:00,Ligne B,Batch P3,66.53,4.47,6.57,88.48,250.75,129.3,80.69,,1885.33,155.46,Aucune,Equipe C,Conforme
PROC-02921,2026-06-06 12:15,Ligne C,Batch P2,69.65,5.23,6.85,79.84,103.61,104.5,81.2,1.38,2299.12,64.24,pH,Equipe C,Conforme
PROC-02922,2026-05-18 14:00,Ligne A,Batch P1,74.97,3.84,6.72,66.5,57.9,61.4,83.72,4.76,2683.81,35.9,Aucune,Equipe B,Conforme
PROC-02923,2026-05-05 14:00,Ligne C,Batch P2,66.47,4.27,8.1,110.57,77.67,61.9,85.57,4.87,1370.58,48.16,Aucune,Equipe B,Conforme
PROC-02924,2026-02-21 12:00,Ligne B,Batch P1,58.73,3.01,6.29,97.67,213.89,126.5,84.59,4.84,1616.17,132.61,Aucune,Equipe B,Conforme
PROC-02925,2026-04-26 09:00,Ligne C,Batch P2,87.5,2.57,7.38,71.11,145.06,100.8,83.22,0.6,3525.24,89.94,Température,Equipe B,Conforme
PROC-02926,2026-02-10 11:30,Ligne B,Batch P1,68.91,2.12,7.68,108.86,159.52,107.7,82.8,1.09,1128.07,98.9,Aucune,Equipe A,Conforme
PROC-02927,2026-04-17 22:30,Réacteur 2,Batch P4,73.89,3.95,6.41,82.98,146.01,74.7,71.81,3.31,2087.58,90.52,Aucune,Equipe A,Conforme
PROC-02928,2026-04-19 12:15,Réacteur 2,Batch P3,68.56,3.39,7.29,98.81,68.58,128.4,88.3,3.3,2589.68,42.52,Aucune,Equipe B,Conforme
PROC-02929,2026-04-06 06:15,Réacteur 1,Batch P3,63.68,2.44,7.14,129.91,95.25,85.2,86.44,3.38,1901.16,59.05,Aucune,Equipe A,Conforme
PROC-02930,2026-06-21 11:00,Ligne C,Batch P3,67.69,4.61,6.48,94.19,146.4,125.8,92.45,7.86,1860.38,90.77,Aucune,Equipe C,Conforme
PROC-02931,2026-03-08 21:00,Ligne A,Batch P3,79.0,2.77,7.44,96.85,126.04,90.7,85.2,7.44,2039.6,78.15,Aucune,Equipe A,Conforme
